year,doi,wiley_pdf_url,wiley_article_url,title
2022,10.1002/humu.24429,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24429,https://onlinelibrary.wiley.com/doi/10.1002/humu.24429,"Human Mutation special issue on “Variant Effect Prediction"""
2022,10.1002/humu.v43.8,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.8,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.8,
2022,10.1002/humu.24230,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24230,https://onlinelibrary.wiley.com/doi/10.1002/humu.24230,Issue Information
2022,10.1002/humu.24437,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24437,https://onlinelibrary.wiley.com/doi/10.1002/humu.24437,Clinical and pathophysiological delineation of musculocontractural Ehlers—Danlos syndrome caused by dermatan sulfate epi
2022,10.1002/humu.24443,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24443,https://onlinelibrary.wiley.com/doi/10.1002/humu.24443,Characterization of a possible founder synonymous variant in <i>TECTA</i> in multiple individuals with autosomal recessi
2022,10.1002/humu.v43.9,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.9,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.9,
2022,10.1002/humu.24447,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24447,https://onlinelibrary.wiley.com/doi/10.1002/humu.24447,"Front Cover, Volume 43, Issue 9"
2022,10.1002/humu.24231,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24231,https://onlinelibrary.wiley.com/doi/10.1002/humu.24231,Issue Information
2022,10.1155/humu,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu,https://onlinelibrary.wiley.com/doi/10.1155/humu,Human Mutation
2022,10.1002/humu.24459,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24459,https://onlinelibrary.wiley.com/doi/10.1002/humu.24459,Evaluation of a whole‐exome sequencing pipeline and benchmarking of causal germline variant prioritizers
2022,10.1002/humu.24463,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24463,https://onlinelibrary.wiley.com/doi/10.1002/humu.24463,Cancer‐causing <i>MAP2K1</i> mutation in a mosaic patient with cardio‐facio‐cutaneous syndrome and immunodeficiency
2022,10.1002/humu.v43.10,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.10,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.10,
2022,10.1002/humu.24232,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24232,https://onlinelibrary.wiley.com/doi/10.1002/humu.24232,Issue Information
2022,10.1002/humu.24464,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24464,https://onlinelibrary.wiley.com/doi/10.1002/humu.24464,"Front Cover, Volume 43, Issue 10"
2022,10.1002/humu.24480,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24480,https://onlinelibrary.wiley.com/doi/10.1002/humu.24480,Exome sequencing unravels genetic variants associated with chronic kidney disease in Saudi Arabian patients
2022,10.1002/humu.24483,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24483,https://onlinelibrary.wiley.com/doi/10.1002/humu.24483,Biallelic <i>ADAMTSL4</i> variants in a Chinese cohort of congenital ectopia lentis: Implications for genotype–phenotype
2022,10.1002/humu.v43.11,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.11,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.11,
2022,10.1002/humu.24486,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24486,https://onlinelibrary.wiley.com/doi/10.1002/humu.24486,Multiple endocrine neoplasia type 2 (MEN2) and <i>RET</i> specific modifications of the ACMG/AMP variant classification 
2022,10.1002/humu.24488,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24488,https://onlinelibrary.wiley.com/doi/10.1002/humu.24488,TFIIH stabilization recovers the DNA repair and transcription dysfunctions in thermo‐sensitive trichothiodystrophy
2022,10.1002/humu.24494,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.24494,https://onlinelibrary.wiley.com/doi/10.1002/humu.24494,Comprehensive analysis of the <i>PRPF31</i> gene in retinitis pigmentosa patients: Four novel <i>Alu</i> ‐mediated copy 
2022,10.1002/humu.v43.12,https://onlinelibrary.wiley.com/doi/pdf/10.1002/humu.v43.12,https://onlinelibrary.wiley.com/doi/10.1002/humu.v43.12,
2024,10.1155/humu.v2024.1,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu.v2024.1,https://onlinelibrary.wiley.com/doi/10.1155/humu.v2024.1,
2025,10.1155/humu.v2025.1,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu.v2025.1,https://onlinelibrary.wiley.com/doi/10.1155/humu.v2025.1,
2026,10.1155/humu/2071115,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu/2071115,https://onlinelibrary.wiley.com/doi/10.1155/humu/2071115,Exosomal miR‐423‐5p Drives Malignant Progression in Esophageal Squamous Cell Carcinoma
2026,10.1155/humu.v2026.1,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu.v2026.1,https://onlinelibrary.wiley.com/doi/10.1155/humu.v2026.1,
2026,10.1155/humu/9801731,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu/9801731,https://onlinelibrary.wiley.com/doi/10.1155/humu/9801731,RETRACTION: “Differential Effects of AKT1(p.E17K) Expression on Human Mammary Luminal Epithelial and Myoepithelial Cells
2026,10.1155/humu/5366828,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu/5366828,https://onlinelibrary.wiley.com/doi/10.1155/humu/5366828,TNFRSF18+ Regulatory T Cells as a Potential Biomarker of Immunotherapeutic Outcomes in Immunosuppressed Colon Cancer
2026,10.1155/humu/3442342,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu/3442342,https://onlinelibrary.wiley.com/doi/10.1155/humu/3442342,"COL1A1 and SERPINE1 as Potential Therapeutic Targets in Diabetic Retinopathy: A Study Incorporating RNA Transcriptomics,"
2026,10.1155/humu/4463081,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu/4463081,https://onlinelibrary.wiley.com/doi/10.1155/humu/4463081,Identification of a Novel Founder <i>EYA4</i> Structural Variant in North America
2026,10.1155/humu/7451586,https://onlinelibrary.wiley.com/doi/pdf/10.1155/humu/7451586,https://onlinelibrary.wiley.com/doi/10.1155/humu/7451586,Autosomal Dominant Missense <i>DAG1</i> Variant Linked to Mild–Moderate LGMD R16
